Bigram: never_marry, Score: 11.086309523809524
Bigram: any_thing, Score: 68.23118507567428
Bigram: any_more, Score: 14.18053524768135
Bigram: oh_dear, Score: 35.44691969196919
Bigram: who_had_been, Score: 13.82628264925373
Bigram: need_not, Score: 25.75107891396311
Bigram: his_wife, Score: 10.68503123385468
Bigram: ever_since, Score: 81.59910710274038
Bigram: leave_off, Score: 16.287901354925484
Bigram: match_making, Score: 22.638410735614418
Bigram: young_lady, Score: 274.3122573841003
Bigram: depend_upon, Score: 253.7439296495603
Bigram: depend_upon_it, Score: 31.935578645308514
Bigram: quarrel_with, Score: 10.781836890052618
Bigram: that_i_am, Score: 14.067031851083215
Bigram: without_any, Score: 11.09485373424548
Bigram: their_own, Score: 13.092362312026859
Bigram: own_concerns, Score: 11.183468406712597
Bigram: more_likely, Score: 23.046730643142396
Bigram: have_done, Score: 21.963285273900475
Bigram: mr_elton, Score: 8502.829861111111
Bigram: any_longer, Score: 49.9967673528499
Bigram: very_well, Score: 20.872622671412937
Bigram: young_man, Score: 74.92144282116615
Bigram: dine_with, Score: 28.302321836388124
Bigram: much_better, Score: 24.96284154573431
Bigram: i_dare, Score: 51.110438253759256
Bigram: take_care, Score: 121.25960792810875
Bigram: chapter_ii, Score: 567.1756732969548
Bigram: entering_into, Score: 20.675558613412427
Bigram: never_seen, Score: 20.20894428152493
Bigram: mrs_churchill, Score: 3552.3632094732543
Bigram: refrain_from, Score: 24.636808502504106
Bigram: at_once, Score: 47.83890688782495
Bigram: three_years, Score: 233.18991720704028
Bigram: mother_s, Score: 13.826627711924386
Bigram: any_other, Score: 15.570042422633868
Bigram: twenty_years, Score: 583.4620555311677
Bigram: an_easy, Score: 16.88390798574722
Bigram: according_to, Score: 143.76576097740738
Bigram: according_to_the, Score: 21.80517730549546
Bigram: had_begun, Score: 18.994906591365964
Bigram: looked_forward, Score: 12.066528105456316
Bigram: passed_through, Score: 50.849430293848435
Bigram: never_been, Score: 24.555348258706466
Bigram: its_being, Score: 18.613256332437217
Bigram: uncle_s, Score: 11.05752182019927
Bigram: every_year, Score: 17.91278557470737
Bigram: very_fine, Score: 17.672835703768083
Bigram: belonging_to, Score: 141.57365280494372
Bigram: belonging_to_the, Score: 16.080514237091048
Bigram: mr_frank, Score: 742.1970976658477
Bigram: mr_frank_churchill, Score: 866.1626344086022
Bigram: mrs_perry, Score: 679.7732067510548
Bigram: miss_bates, Score: 58289.69849246231
Bigram: and_miss_bates, Score: 12.378678499332928
Bigram: a_few, Score: 50.783991981975305
Bigram: for_a_few, Score: 12.816686503435438
Bigram: every_morning, Score: 16.338084777333854
Bigram: i_suppose, Score: 33.170209234730976
Bigram: very_handsome, Score: 31.255077419276613
Bigram: an_irresistible, Score: 27.436350476839237
Bigram: good_sense, Score: 24.542410067475263
Bigram: had_already, Score: 17.539402570035687
Bigram: she_felt, Score: 10.7774273318905
Bigram: most_fortunate, Score: 12.326415455241008
Bigram: long_enough, Score: 18.721247966423775
Bigram: at_times, Score: 18.831614756683607
Bigram: at_randalls, Score: 63.42141521503789
Bigram: no_longer, Score: 120.46734431592476
Bigram: mr_perry, Score: 1050.987742003367
Bigram: chapter_iii, Score: 574.7380156075808
Bigram: good_nature, Score: 11.194736384956135
Bigram: donwell_abbey, Score: 1371.1170212765958
Bigram: card_table, Score: 77.49218374218374
Bigram: drawing_room, Score: 471.8234158679447
Bigram: thrown_away, Score: 26.65850799779371
Bigram: an_invitation, Score: 28.321394040608247
Bigram: mrs_bates, Score: 16994.33016877637
Bigram: old_lady, Score: 17.00026177585493
Bigram: those_who, Score: 20.564166351963745
Bigram: as_possible, Score: 10.649892579738886
Bigram: young_ladies, Score: 438.05088449026493
Bigram: old_fashioned, Score: 696.5977709855375
Bigram: coming_back, Score: 13.761825442586542
Bigram: mrs_goddard_s, Score: 12.410551916341797
Bigram: no_wonder, Score: 11.452881325809749
Bigram: found_herself, Score: 12.532707818406191
Bigram: s_sake, Score: 59.088632226689846
Bigram: be_allowed, Score: 10.768014689500497
Bigram: miss_smith, Score: 13202.367607267104
Bigram: harriet_smith, Score: 3483.378378378379
Bigram: several_years, Score: 76.42611480075901
Bigram: blue_eyes, Score: 52.779399982195315
Bigram: far_from, Score: 11.626359068597445
Bigram: due_time, Score: 30.024173374524235
Bigram: its_own, Score: 13.571057733508626
Bigram: let_me, Score: 10.09437656641604
Bigram: an_egg, Score: 54.872700953678475
Bigram: better_than, Score: 93.81250760055141
Bigram: any_body_else, Score: 13.46066813345959
Bigram: much_more, Score: 24.90909271531552
Bigram: as_much, Score: 10.526141264731667
Bigram: little_girl, Score: 60.4850496111558
Bigram: at_last, Score: 64.39909118685148
Bigram: chapter_iv, Score: 497.36943658348343
Bigram: very_often, Score: 13.84034678273818
Bigram: every_respect, Score: 21.59673581554342
Bigram: guided_by, Score: 46.46737171013099
Bigram: attempts_at, Score: 10.976783402602711
Bigram: find_out, Score: 10.068494488355938
Bigram: no_farther, Score: 10.74289579646585
Bigram: abbey_mill, Score: 4570.390070921986
Bigram: must_have_been, Score: 28.814089351576182
Bigram: good_deal, Score: 198.68681541582148
Bigram: a_good_deal, Score: 14.678505065036264
Bigram: very_happy, Score: 17.107069001675068
Bigram: mrs_martin, Score: 941.2244401168451
Bigram: drink_tea, Score: 52.18861354065436
Bigram: large_enough, Score: 13.146880015232707
Bigram: had_taken, Score: 19.866803943100795
Bigram: mr_martin, Score: 3004.3123543123543
Bigram: doing_something, Score: 10.724553264962243
Bigram: poor_little, Score: 10.159128795083058
Bigram: three_miles, Score: 42.820359480381406
Bigram: very_obliging, Score: 45.383462706187984
Bigram: on_purpose, Score: 13.546014819998318
Bigram: very_clever, Score: 34.41779358670341
Bigram: ever_seen, Score: 10.0619086281735
Bigram: does_not, Score: 22.67174197567895
Bigram: oh_yes, Score: 41.33200476452264
Bigram: very_entertaining, Score: 33.35878455326638
Bigram: soon_as, Score: 16.48702778422867
Bigram: have_seen, Score: 22.68227186059592
Bigram: on_horseback, Score: 1237.4939990398464
Bigram: their_families, Score: 73.7651906824122
Bigram: no_doubt, Score: 73.25716884076506
Bigram: very_respectable, Score: 19.273964408553912
Bigram: very_odd, Score: 62.547721037374465
Bigram: perfectly_right, Score: 27.720781176065728
Bigram: six_years, Score: 220.96254952758304
Bigram: young_woman, Score: 82.56501537463916
Bigram: very_desirable, Score: 24.780811382426457
Bigram: dear_miss, Score: 192.37524254938057
Bigram: dear_miss_woodhouse, Score: 1139.3652758132955
Bigram: thirty_years, Score: 422.10055358350235
Bigram: thirty_years_old, Score: 15.737642864120348
Bigram: can_afford, Score: 47.07841227322537
Bigram: good_luck, Score: 91.98463676658403
Bigram: acquainted_with, Score: 149.05889500497744
Bigram: your_own, Score: 11.692905331111637
Bigram: set_up, Score: 13.579578163070698
Bigram: harriet_s, Score: 16.08819616182146
Bigram: next_day, Score: 63.10096069781732
Bigram: an_opportunity, Score: 111.54450685665789
Bigram: robert_martin, Score: 21844.915254237287
Bigram: looked_like, Score: 12.243977048183613
Bigram: a_few_minutes, Score: 10.17292938416535
Bigram: been_able, Score: 431.58964791427474
Bigram: should_happen, Score: 25.184164761513962
Bigram: compared_with, Score: 36.164077902051496
Bigram: no_idea, Score: 11.897299748757836
Bigram: well_bred, Score: 93.45512407347728
Bigram: wondering_at, Score: 12.107724722870872
Bigram: a_hundred, Score: 10.906629150491343
Bigram: an_old, Score: 26.425946634915977
Bigram: more_valuable, Score: 35.77515377611973
Bigram: more_important, Score: 14.743699738037224
Bigram: ,"_replied, Score: 622.4699655887147
Bigram: very_bad, Score: 25.416216802488673
Bigram: rich_man, Score: 10.096485272613327
Bigram: no_more, Score: 30.28737308962095
Bigram: good_humour, Score: 150.322261663286
Bigram: very_agreeable, Score: 40.34085573883377
Bigram: fixed_on, Score: 13.560202099868446
Bigram: same_time, Score: 25.17390444833946
Bigram: respectable_young, Score: 31.75289480167529
Bigram: pleasing_young, Score: 69.13936771332523
Bigram: chapter_v, Score: 359.211259754738
Bigram: your_opinion, Score: 12.521211139896373
Bigram: bad_thing, Score: 10.92838488671822
Bigram: very_differently, Score: 195.14888963660835
Bigram: twelve_years, Score: 264.716151823858
Bigram: twelve_years_old, Score: 12.748369917862851
Bigram: very_neatly, Score: 61.95202845606614
Bigram: ,"--_said, Score: 11.165641514337693
Bigram: ,"_he, Score: 10.42846431694775
Bigram: ten_years, Score: 296.15119485294116
Bigram: being_able, Score: 158.172156496981
Bigram: should_have_been, Score: 15.129293009715477
Bigram: have_spoken, Score: 21.68700066432405
Bigram: yes_,", Score: 148.48502304147465
Bigram: yes_,"_said, Score: 13.087453644141922
Bigram: very_material, Score: 12.046227755346194
Bigram: thank_you, Score: 43.6288979459196
Bigram: how_can, Score: 12.713841888210986
Bigram: but_i_am, Score: 11.62382756132756
Bigram: grown_up, Score: 24.292371703349776
Bigram: any_harm, Score: 25.452899743269043
Bigram: an_angel, Score: 50.35936191419842
Bigram: excuse_me, Score: 28.26425438596491
Bigram: an_end, Score: 36.58180063578565
Bigram: many_years, Score: 84.01452336253651
Bigram: ,"_cried, Score: 233.69517830959362
Bigram: much_obliged, Score: 49.08852864862291
Bigram: mrs_john, Score: 523.2971101026989
Bigram: mrs_john_knightley, Score: 378.4304449954326
Bigram: be_satisfied, Score: 24.19479843813692
Bigram: ill_humour, Score: 62.68725680933853
Bigram: does_not_seem, Score: 21.197493503503175
Bigram: my_sister, Score: 10.660355223356559
Bigram: ,"_said_mrs_weston, Score: 122.88415699984108
Bigram: i_assure, Score: 81.98165534437575
Bigram: much_as_possible, Score: 17.986343700159487
Bigram: soon_afterwards, Score: 152.65801658231936
Bigram: what_does, Score: 10.25349570658942
Bigram: chapter_vi, Score: 269.40844481605353
Bigram: most_agreeable, Score: 45.865731926478176
Bigram: no_scruple, Score: 52.12529321362129
Bigram: have_given, Score: 12.745205965328653
Bigram: infinitely_superior, Score: 513.8955342902711
Bigram: very_few, Score: 22.95869289842451
Bigram: very_interesting, Score: 28.910946612830866
Bigram: no_sooner, Score: 112.93813529617947
Bigram: don_t, Score: 124843.63757899855
Bigram: don_t_pretend, Score: 758.1470588235294
Bigram: why_should, Score: 22.734121583357627
Bigram: cannot_imagine, Score: 61.864305085559316
Bigram: back_again, Score: 20.211007745082718
Bigram: ever_been, Score: 10.862856578674872
Bigram: almost_every, Score: 13.883615881420766
Bigram: always_been, Score: 22.154651225609367
Bigram: an_artist, Score: 36.58180063578565
Bigram: higher_than, Score: 107.42454028637614
Bigram: much_less, Score: 41.111642743221694
Bigram: ten_times, Score: 122.18904057641258
Bigram: stand_still, Score: 12.16699707353913
Bigram: whole_length, Score: 22.285719226047412
Bigram: my_brother, Score: 10.043314957965233
Bigram: mr_john, Score: 128.9586906803888
Bigram: mr_john_knightley, Score: 301.97985004686035
Bigram: knightley_.--, Score: 14.442514567458538
Bigram: could_not_help, Score: 26.082689116444733
Bigram: right_side, Score: 16.095937457070423
Bigram: must_allow, Score: 18.31139282640817
Bigram: sitting_down, Score: 25.549635141592606
Bigram: must_confess, Score: 13.714496707712083
Bigram: depended_on, Score: 36.63633549789019
Bigram: could_not_bear, Score: 13.19334158104547
Bigram: could_not_endure, Score: 34.553989855119084
Bigram: few_minutes, Score: 173.62146385271666
Bigram: after_breakfast, Score: 13.325854546206497
Bigram: sooner_than, Score: 63.59038879021117
Bigram: a_minute, Score: 10.043187676077444
Bigram: at_home, Score: 31.436749010477747
Bigram: at_least, Score: 149.15187095797856
Bigram: yes_indeed, Score: 21.63831216072528
Bigram: can_hardly, Score: 46.08325884305963
Bigram: too_strong, Score: 10.992761616667046
Bigram: beg_your, Score: 93.64153630264381
Bigram: beg_your_pardon, Score: 3558.325399847677
Bigram: tell_me, Score: 15.520833333333334
Bigram: ,'_she, Score: 10.41402108955031
Bigram: entered_into, Score: 111.64489095556945
Bigram: older_than, Score: 173.42833306421227
Bigram: very_serious, Score: 11.85800544666891
Bigram: advise_you, Score: 10.034646527561508
Bigram: run_away, Score: 64.39343833269889
Bigram: have_borne, Score: 17.366379642224672
Bigram: good_opinion, Score: 18.300101419878295
Bigram: good_natured, Score: 5315.743745774172
Bigram: very_good_natured, Score: 505.94156572454017
Bigram: emma_felt, Score: 20.384073131826174
Bigram: no_difficulty, Score: 18.8706757710072
Bigram: protest_against, Score: 12.501454954605416
Bigram: for_i_am, Score: 12.173424775516803
Bigram: let_us, Score: 48.12463371567163
Bigram: six_times, Score: 11.395869069302728
Bigram: bond_street, Score: 292.78736937755565
Bigram: some_weeks, Score: 22.84870940292157
Bigram: next_morning, Score: 152.3272047689046
Bigram: without_ceremony, Score: 14.08271416083916
Bigram: thank_you_sir, Score: 12.553081658095683
Bigram: sat_down, Score: 105.28194880889474
Bigram: depends_upon, Score: 31.30606924247822
Bigram: every_moment, Score: 16.258906224769902
Bigram: has_happened, Score: 22.001035597232338
Bigram: presently_added, Score: 26.62913223140496
Bigram: could_afford, Score: 37.60759826092031
Bigram: stood_up, Score: 14.221950035310734
Bigram: are_mistaken, Score: 10.351017151974473
Bigram: does_seem, Score: 21.197493503503175
Bigram: nobody_knows, Score: 53.4548546306665
Bigram: very_likely, Score: 63.90840830204717
Bigram: good_tempered, Score: 48.41296671925475
Bigram: all_probability, Score: 22.708757800586888
Bigram: no_harm, Score: 49.282095401969215
Bigram: cannot_help, Score: 24.06260501777028
Bigram: an_acquaintance, Score: 10.114783585931516
Bigram: very_different, Score: 31.349219218732266
Bigram: common_sense, Score: 241.7560774309724
Bigram: an_hundred, Score: 467.3862998878025
Bigram: exactly_what, Score: 10.040994462397592
Bigram: every_man, Score: 25.664639887756003
Bigram: wondered_at, Score: 10.340448132886612
Bigram: less_than, Score: 86.90686467995528
Bigram: large_fortune, Score: 45.50381302075978
Bigram: or_at_least, Score: 12.877034288669368
Bigram: no_use, Score: 19.731720189677333
Bigram: had_seen, Score: 14.261498416582027
Bigram: any_chance, Score: 10.880125537925885
Bigram: some_minutes, Score: 17.26734527396363
Bigram: these_words, Score: 34.89609591778049
Bigram: in_vain, Score: 10.375522509413722
Bigram: twenty_thousand, Score: 454.0820575235411
Bigram: very_much_obliged, Score: 14.023966640552286
Bigram: walked_off, Score: 17.08883249404009
Bigram: cast_down, Score: 25.703317157481884
Bigram: had_spoken, Score: 14.573085038846894
Bigram: its_effects, Score: 63.49848912829272
Bigram: longer_than, Score: 63.59038879021117
Bigram: few_days, Score: 36.8032552826956
Bigram: an_attachment, Score: 13.841762402729705
Bigram: perfectly_satisfied, Score: 220.99622770919066
Bigram: three_hundred, Score: 726.3088621275282
Bigram: well_known, Score: 18.649413547146043
Bigram: elton_?", Score: 19.239438722197345
Bigram: looking_at, Score: 22.724769386184533
Bigram: next_moment, Score: 45.63460160623834
Bigram: lovely_woman, Score: 10.13246855345912
Bigram: ready_wit, Score: 78.64276125777977
Bigram: very_pleasant, Score: 18.272367943502655
Bigram: an_idea, Score: 26.808037107140628
Bigram: most_natural, Score: 11.3607515716507
Bigram: arrive_at, Score: 23.78303070563921
Bigram: very_superior, Score: 15.216287690963613
Bigram: nobody_could, Score: 29.94679120776988
Bigram: every_circumstance, Score: 12.933638398009052
Bigram: first_time, Score: 10.519611544920174
Bigram: have_chosen, Score: 28.823172632520567
Bigram: without_exception, Score: 90.12937062937063
Bigram: such_things, Score: 12.401957430065817
Bigram: intent_on, Score: 11.318542674144936
Bigram: her_cheeks, Score: 17.990647682858736
Bigram: sit_down, Score: 60.84360100080253
Bigram: reason_why, Score: 26.284621757695493
Bigram: could_hardly, Score: 52.58948699901052
Bigram: an_offering, Score: 74.28919513728779
Bigram: can_easily, Score: 19.5187356669984
Bigram: dear_mother, Score: 43.62697808242363
Bigram: those_things, Score: 26.89276418558834
Bigram: next_week, Score: 103.55119913228617
Bigram: .--_mr, Score: 10.613059947299076
Bigram: john_knightley, Score: 250.7002528690916
Bigram: taken_away, Score: 57.104563579973416
Bigram: stay_longer, Score: 96.13691968015277
Bigram: three_days, Score: 97.50206246973984
Bigram: very_hard, Score: 10.007635365979914
Bigram: cannot_bear, Score: 24.65919853060756
Bigram: affected_by, Score: 10.629790914082253
Bigram: lay_down, Score: 12.569486434297527
Bigram: o_clock, Score: 1057.6649195256248
Bigram: four_o_clock, Score: 357.06172429078015
Bigram: ask_whether, Score: 16.0251574933687
Bigram: had_promised, Score: 11.87181661960373
Bigram: so_obliging, Score: 10.293013672374137
Bigram: soon_as_possible, Score: 53.488130810092954
Bigram: ran_away, Score: 24.404199553535836
Bigram: who_lived, Score: 16.333352534562213
Bigram: .--_emma, Score: 10.218941010264098
Bigram: thus_began, Score: 11.089917083854818
Bigram: a_fool, Score: 10.316700192817251
Bigram: never_mind, Score: 17.46896551724138
Bigram: good_fortune, Score: 26.859248659312566
Bigram: care_about, Score: 13.98386918594329
Bigram: jane_fairfax, Score: 73057.80748663102
Bigram: of_jane_fairfax, Score: 14.467846268258802
Bigram: nothing_else, Score: 59.055460860321475
Bigram: present_instance, Score: 18.614240323512423
Bigram: walked_away, Score: 10.336434357205869
Bigram: these_are, Score: 10.933712695046204
Bigram: once_more, Score: 62.79462938141093
Bigram: still_greater, Score: 19.303408818595734
Bigram: here_comes, Score: 20.624151895061146
Bigram: has_done, Score: 10.430120579428664
Bigram: turned_back, Score: 43.910772296336674
Bigram: will_bring, Score: 17.103060634496355
Bigram: each_side, Score: 46.13766841627177
Bigram: one_side, Score: 13.481392780538176
Bigram: two_minutes, Score: 20.789328300730293
Bigram: an_account, Score: 11.102647663779303
Bigram: still_remained, Score: 14.422087048376124
Bigram: she_hoped, Score: 23.341019199452937
Bigram: ten_minutes, Score: 842.6535552728301
Bigram: most_favourable, Score: 17.609164936058583
Bigram: ten_days, Score: 57.93104998202085
Bigram: many_months, Score: 22.62569342040587
Bigram: much_longer, Score: 39.15394546973494
Bigram: little_ones, Score: 123.19444333813912
Bigram: could_possibly, Score: 65.20672279111183
Bigram: mr_wingfield, Score: 4882.007575757576
Bigram: passed_over, Score: 39.888393268696376
Bigram: pass_away, Score: 10.277048010743663
Bigram: sir_,", Score: 117.08496440546388
Bigram: cannot_deny, Score: 43.53414061576397
Bigram: talking_about, Score: 25.749028423859556
Bigram: ?--_i_am, Score: 15.790860083312912
Bigram: never_forget, Score: 24.45707070707071
Bigram: twelve_o_clock, Score: 150.00581936685288
Bigram: cannot_tell, Score: 25.47879616963064
Bigram: two_years, Score: 60.075044280786805
Bigram: indeed_!--, Score: 17.079202590669283
Bigram: madam_,', Score: 81.38734528921445
Bigram: most_amiable, Score: 29.436216012515843
Bigram: ,"_observed, Score: 60.32204061059908
Bigram: five_times, Score: 36.41395248965938
Bigram: dine_with_them, Score: 13.12111105681522
Bigram: our_lives, Score: 29.115188729617614
Bigram: think_differently, Score: 38.22212336892052
Bigram: grow_up, Score: 16.331425877868785
Bigram: shake_hands, Score: 68.45026289234691
Bigram: how_long, Score: 17.080528432327576
Bigram: an_air, Score: 11.49166512118921
Bigram: south_end, Score: 15.063697989714822
Bigram: perfectly_convinced, Score: 107.6733500417711
Bigram: sir_?", Score: 10.343784259245883
Bigram: tells_me, Score: 27.177167678812413
Bigram: or_else, Score: 15.769414298124333
Bigram: bad_cold, Score: 17.230154273949896
Bigram: far_off, Score: 56.079531952351786
Bigram: mrs_campbell, Score: 8157.278481012658
Bigram: and_mrs_campbell, Score: 13.504012908363196
Bigram: not_be_able, Score: 16.539154492911333
Bigram: never_been_able, Score: 28.653846153846153
Bigram: ah_!", Score: 20.105107822093544
Bigram: an_interval, Score: 36.58180063578565
Bigram: perfectly_well, Score: 17.5262695940266
Bigram: ill_judged, Score: 26.394634446037273
Bigram: why_does, Score: 14.435397159625465
Bigram: can_tell, Score: 18.33246073298429
Bigram: morrow_morning, Score: 26.370272531349745
Bigram: own_feelings, Score: 13.164304139266857
Bigram: able_to_make, Score: 15.264404571563926
Bigram: sore_throat, Score: 350.7074829931973
Bigram: stay_at_home, Score: 47.09255590379837
Bigram: looked_at, Score: 22.00083977420888
Bigram: after_a_few, Score: 15.951831765606013
Bigram: good_friends, Score: 10.825259639088019
Bigram: set_forward, Score: 35.7915637537408
Bigram: eldest_daughter, Score: 143.33296263345196
Bigram: short_time, Score: 14.090206767876275
Bigram: four_horses, Score: 13.934116069884103
Bigram: this_day, Score: 10.038552483468486
Bigram: might_have_been, Score: 34.29851506603509
Bigram: ,"_continued, Score: 267.413785572324
Bigram: dining_room, Score: 608.3012634330526
Bigram: enter_into, Score: 56.581261226005196
Bigram: half_hour, Score: 36.94814998853298
Bigram: gone_through, Score: 12.84835902149915
Bigram: turn_away, Score: 42.0528576866605
Bigram: an_effort, Score: 29.930564156551895
Bigram: ,"_repeated, Score: 81.80013245398604
Bigram: several_times, Score: 198.65573048552238
Bigram: an_early, Score: 19.685273884727707
Bigram: great_curiosity, Score: 15.981771963543927
Bigram: could_not_possibly, Score: 17.388459410963154
Bigram: great_pleasure, Score: 10.443294694095442
Bigram: acquainted_with_him, Score: 19.918862529943592
Bigram: at_enscombe, Score: 10.570235869172981
Bigram: upper_end, Score: 81.20274697580645
Bigram: an_odd, Score: 84.4195399287361
Bigram: fall_into, Score: 10.71674308350789
Bigram: distance_from, Score: 10.493455473288787
Bigram: go_home, Score: 16.588116526096908
Bigram: well_satisfied, Score: 13.941350813430255
Bigram: judge_between, Score: 18.57623291455476
Bigram: covered_with, Score: 10.906482403232417
Bigram: sir_,"_said, Score: 14.473979740808122
Bigram: an_excuse, Score: 10.130344791448334
Bigram: might_be_able, Score: 42.087921418028394
Bigram: hardly_knew, Score: 48.90933866905854
Bigram: shall_be_able, Score: 14.830118424625695
Bigram: set_off, Score: 19.213764866382856
Bigram: can_get, Score: 11.896871930822115
Bigram: got_home, Score: 20.81821915785199
Bigram: most_extraordinary, Score: 88.91184918534499
Bigram: able_to_get, Score: 46.61133412896459
Bigram: an_inch, Score: 296.95814633755407
Bigram: at_ease, Score: 32.0553892119485
Bigram: returning_home, Score: 13.513074293862315
Bigram: three_quarters, Score: 105.7127624671916
Bigram: extremely_sorry, Score: 157.02363547758284
Bigram: one_else, Score: 11.211592899891796
Bigram: many_weeks, Score: 41.54900064474533
Bigram: cried_emma, Score: 10.926243745478658
Bigram: madam_,", Score: 72.235957155312
Bigram: extremely_well, Score: 46.006457684319834
Bigram: without_knowing, Score: 46.733747733747734
Bigram: poor_harriet, Score: 22.018826664844365
Bigram: looked_back, Score: 11.44151766447602
Bigram: an_instant, Score: 140.35466366383065
